Theta,Alpha,Low_beta,High_beta,Gamma
,,,,
0.4344828971,0.3170639729,0.163079691,0.08277414187,0.08251886342
1.351334123,0.1931036967,0.4522892284,0.07514026854,0.1652284281
0.7399865464,0.3402985135,0.04780220437,0.06623488279,0.0769509442
1.999364039,2.360035435,0.2283208368,0.1826804931,0.1823881933
1.064384529,1.954569904,0.7987707244,0.0928230269,0.1454563287
0.476176478,0.3810046014,0.1693566587,0.1507329223,0.1150338156
0.3457266632,0.2437372229,0.2188140544,0.1027925891,0.1467444461
0.3483100074,0.4752699865,0.07417439604,0.06241878539,0.08555405698
0.8520241683,2.299109327,0.6014616841,0.2442789795,0.1261088963
1.328154188,1.68098721,0.8397451103,0.2103428561,0.1404022126
0.476176478,0.3810046014,0.1693566587,0.1507329223,0.1150338156
0.3457266632,0.2437372229,0.2188140544,0.1027925891,0.1467444461
0.3483100074,0.4752699865,0.07417439604,0.06241878539,0.08555405698
0.8520241683,2.299109327,0.6014616841,0.2442789795,0.1261088963
1.328154188,1.68098721,0.8397451103,0.2103428561,0.1404022126
0.476176478,0.3810046014,0.1693566587,0.1507329223,0.1150338156
0.3457266632,0.2437372229,0.2188140544,0.1027925891,0.1467444461
0.3483100074,0.4752699865,0.07417439604,0.06241878539,0.08555405698
0.8520241683,2.299109327,0.6014616841,0.2442789795,0.1261088963
1.328154188,1.68098721,0.8397451103,0.2103428561,0.1404022126
0.476176478,0.3810046014,0.1693566587,0.1507329223,0.1150338156
0.3457266632,0.2437372229,0.2188140544,0.1027925891,0.1467444461
0.3483100074,0.4752699865,0.07417439604,0.06241878539,0.08555405698
0.8520241683,2.299109327,0.6014616841,0.2442789795,0.1261088963
1.328154188,1.68098721,0.8397451103,0.2103428561,0.1404022126
0.476176478,0.3810046014,0.1693566587,0.1507329223,0.1150338156
0.3457266632,0.2437372229,0.2188140544,0.1027925891,0.1467444461
0.3483100074,0.4752699865,0.07417439604,0.06241878539,0.08555405698
0.8520241683,2.299109327,0.6014616841,0.2442789795,0.1261088963
1.328154188,1.68098721,0.8397451103,0.2103428561,0.1404022126
0.3412647685,0.31144685,0.2010694703,0.1390235089,0.07661545061
0.481110823,0.2152947875,0.218197649,0.1131550014,0.100152578
0.9626217896,0.9244735756,0.163973029,0.1179600165,0.1082997741
0.9984878133,1.21084789,1.326315559,0.2569149518,0.1339916712
0.7725240551,0.9624108069,0.9562181398,0.2395677767,0.1730516741
0.3412647685,0.31144685,0.2010694703,0.1390235089,0.07661545061
0.481110823,0.2152947875,0.218197649,0.1131550014,0.100152578
0.9626217896,0.9244735756,0.163973029,0.1179600165,0.1082997741
0.9984878133,1.21084789,1.326315559,0.2569149518,0.1339916712
0.7725240551,0.9624108069,0.9562181398,0.2395677767,0.1730516741
0.3412647685,0.31144685,0.2010694703,0.1390235089,0.07661545061
0.481110823,0.2152947875,0.218197649,0.1131550014,0.100152578
0.9626217896,0.9244735756,0.163973029,0.1179600165,0.1082997741
0.9984878133,1.21084789,1.326315559,0.2569149518,0.1339916712
0.7725240551,0.9624108069,0.9562181398,0.2395677767,0.1730516741
0.3412647685,0.31144685,0.2010694703,0.1390235089,0.07661545061
0.481110823,0.2152947875,0.218197649,0.1131550014,0.100152578
0.9626217896,0.9244735756,0.163973029,0.1179600165,0.1082997741
0.9984878133,1.21084789,1.326315559,0.2569149518,0.1339916712
0.7725240551,0.9624108069,0.9562181398,0.2395677767,0.1730516741
0.3412647685,0.31144685,0.2010694703,0.1390235089,0.07661545061
0.481110823,0.2152947875,0.218197649,0.1131550014,0.100152578
0.9626217896,0.9244735756,0.163973029,0.1179600165,0.1082997741
0.9984878133,1.21084789,1.326315559,0.2569149518,0.1339916712
0.7725240551,0.9624108069,0.9562181398,0.2395677767,0.1730516741
0.2570010438,0.452194536,0.2789649843,0.0965970956,0.05469474425
1.207955163,0.2666566344,0.3073308457,0.1096827634,0.1238916906
1.075349284,0.5420643676,0.3280821363,0.1681611922,0.08924022408
1.446111695,1.687699483,1.215948088,0.2825368054,0.1169072475
0.4761885711,1.501989072,0.9591352563,0.3838383216,0.1780163469
0.2570010438,0.452194536,0.2789649843,0.0965970956,0.05469474425
1.207955163,0.2666566344,0.3073308457,0.1096827634,0.1238916906
1.075349284,0.5420643676,0.3280821363,0.1681611922,0.08924022408
1.446111695,1.687699483,1.215948088,0.2825368054,0.1169072475
0.4761885711,1.501989072,0.9591352563,0.3838383216,0.1780163469
0.2570010438,0.452194536,0.2789649843,0.0965970956,0.05469474425
1.207955163,0.2666566344,0.3073308457,0.1096827634,0.1238916906
1.075349284,0.5420643676,0.3280821363,0.1681611922,0.08924022408
1.446111695,1.687699483,1.215948088,0.2825368054,0.1169072475
0.4761885711,1.501989072,0.9591352563,0.3838383216,0.1780163469
0.2570010438,0.452194536,0.2789649843,0.0965970956,0.05469474425
1.207955163,0.2666566344,0.3073308457,0.1096827634,0.1238916906
1.075349284,0.5420643676,0.3280821363,0.1681611922,0.08924022408
1.446111695,1.687699483,1.215948088,0.2825368054,0.1169072475
0.4761885711,1.501989072,0.9591352563,0.3838383216,0.1780163469
0.2570010438,0.452194536,0.2789649843,0.0965970956,0.05469474425
1.207955163,0.2666566344,0.3073308457,0.1096827634,0.1238916906
1.075349284,0.5420643676,0.3280821363,0.1681611922,0.08924022408
1.446111695,1.687699483,1.215948088,0.2825368054,0.1169072475
0.4761885711,1.501989072,0.9591352563,0.3838383216,0.1780163469
0.5663617924,0.345249077,0.244199362,0.07238514056,0.04685993755
1.077710091,0.3859677918,0.3366971143,0.1972050367,0.1118019335
0.7573705251,0.6887667479,0.3009873931,0.09026647853,0.07149561466
2.33591698,1.535019421,0.7918316555,0.3329832074,0.1435621092
1.803615262,1.914868937,0.7796039227,0.3656709187,0.1294353567
0.5663617924,0.345249077,0.244199362,0.07238514056,0.04685993755
1.077710091,0.3859677918,0.3366971143,0.1972050367,0.1118019335
0.7573705251,0.6887667479,0.3009873931,0.09026647853,0.07149561466
2.33591698,1.535019421,0.7918316555,0.3329832074,0.1435621092
1.803615262,1.914868937,0.7796039227,0.3656709187,0.1294353567
0.5663617924,0.345249077,0.244199362,0.07238514056,0.04685993755
1.077710091,0.3859677918,0.3366971143,0.1972050367,0.1118019335
0.7573705251,0.6887667479,0.3009873931,0.09026647853,0.07149561466
2.33591698,1.535019421,0.7918316555,0.3329832074,0.1435621092
1.803615262,1.914868937,0.7796039227,0.3656709187,0.1294353567
0.5663617924,0.345249077,0.244199362,0.07238514056,0.04685993755
1.077710091,0.3859677918,0.3366971143,0.1972050367,0.1118019335
0.7573705251,0.6887667479,0.3009873931,0.09026647853,0.07149561466
2.33591698,1.535019421,0.7918316555,0.3329832074,0.1435621092
1.803615262,1.914868937,0.7796039227,0.3656709187,0.1294353567
0.5663617924,0.345249077,0.244199362,0.07238514056,0.04685993755
1.077710091,0.3859677918,0.3366971143,0.1972050367,0.1118019335
0.7573705251,0.6887667479,0.3009873931,0.09026647853,0.07149561466
2.33591698,1.535019421,0.7918316555,0.3329832074,0.1435621092
1.803615262,1.914868937,0.7796039227,0.3656709187,0.1294353567
0.5533661167,0.3889100553,0.1375816211,0.08768185715,0.07903384998
0.5732075876,0.4960106265,0.3052670029,0.1591452166,0.1211500121
0.8432038906,0.8257987173,0.3096101148,0.1292268937,0.06697840516
1.913826486,1.199802067,0.8518030683,0.3285857475,0.1599589567
1.983628538,2.48371342,0.4389535329,0.351363111,0.1125205636
0.5533661167,0.3889100553,0.1375816211,0.08768185715,0.07903384998
0.5732075876,0.4960106265,0.3052670029,0.1591452166,0.1211500121
0.8432038906,0.8257987173,0.3096101148,0.1292268937,0.06697840516
1.913826486,1.199802067,0.8518030683,0.3285857475,0.1599589567
1.983628538,2.48371342,0.4389535329,0.351363111,0.1125205636
0.5533661167,0.3889100553,0.1375816211,0.08768185715,0.07903384998
0.5732075876,0.4960106265,0.3052670029,0.1591452166,0.1211500121
0.8432038906,0.8257987173,0.3096101148,0.1292268937,0.06697840516
1.913826486,1.199802067,0.8518030683,0.3285857475,0.1599589567
1.983628538,2.48371342,0.4389535329,0.351363111,0.1125205636
0.5533661167,0.3889100553,0.1375816211,0.08768185715,0.07903384998
0.5732075876,0.4960106265,0.3052670029,0.1591452166,0.1211500121
0.8432038906,0.8257987173,0.3096101148,0.1292268937,0.06697840516
1.913826486,1.199802067,0.8518030683,0.3285857475,0.1599589567
1.983628538,2.48371342,0.4389535329,0.351363111,0.1125205636
0.5533661167,0.3889100553,0.1375816211,0.08768185715,0.07903384998
0.5732075876,0.4960106265,0.3052670029,0.1591452166,0.1211500121
0.8432038906,0.8257987173,0.3096101148,0.1292268937,0.06697840516
1.913826486,1.199802067,0.8518030683,0.3285857475,0.1599589567
1.983628538,2.48371342,0.4389535329,0.351363111,0.1125205636
0.1919560929,0.3100816545,0.1926085963,0.1128441322,0.09554654604
0.4027512532,0.3965463067,0.3727629637,0.1105108743,0.1394322088
0.5106597721,0.3742000204,0.3297538766,0.1634435793,0.06230098108
0.9712255752,0.7705487502,1.193999368,0.2185737502,0.1777194729
0.7250147375,1.514746776,0.5932537314,0.3307696588,0.1275361204
0.1919560929,0.3100816545,0.1926085963,0.1128441322,0.09554654604
0.4027512532,0.3965463067,0.3727629637,0.1105108743,0.1394322088
0.5106597721,0.3742000204,0.3297538766,0.1634435793,0.06230098108
0.9712255752,0.7705487502,1.193999368,0.2185737502,0.1777194729
