Theta,Alpha,Low_beta,High_beta,Gamma
,,,,
0.4094573394,0.3254052666,0.1741859449,0.111330783,0.02760321471
0.09775310392,0.6529924775,0.1193395903,0.09152342032,0.05667170549
1.005406963,0.3968001114,0.2769429107,0.1554296776,0.06107475778
0.9991620827,3.220562921,2.775656037,0.2453292367,0.1023227975
1.545005297,1.637528544,1.420746093,0.3022877537,0.122490338
0.7636981114,0.6777598143,0.4262943252,0.1225634673,0.04132278934
0.2126056478,0.7197549437,0.2054788784,0.1287165717,0.04874461679
1.308753563,0.323929209,0.2319193247,0.140774591,0.06691736781
1.049142182,2.829687469,1.880080333,0.2107408,0.1241450022
1.865743748,1.418215863,1.393248957,0.2575213764,0.148344948
0.7636981114,0.6777598143,0.4262943252,0.1225634673,0.04132278934
0.2126056478,0.7197549437,0.2054788784,0.1287165717,0.04874461679
1.308753563,0.323929209,0.2319193247,0.140774591,0.06691736781
1.049142182,2.829687469,1.880080333,0.2107408,0.1241450022
1.865743748,1.418215863,1.393248957,0.2575213764,0.148344948
0.7636981114,0.6777598143,0.4262943252,0.1225634673,0.04132278934
0.2126056478,0.7197549437,0.2054788784,0.1287165717,0.04874461679
1.308753563,0.323929209,0.2319193247,0.140774591,0.06691736781
1.049142182,2.829687469,1.880080333,0.2107408,0.1241450022
1.865743748,1.418215863,1.393248957,0.2575213764,0.148344948
0.7636981114,0.6777598143,0.4262943252,0.1225634673,0.04132278934
0.2126056478,0.7197549437,0.2054788784,0.1287165717,0.04874461679
1.308753563,0.323929209,0.2319193247,0.140774591,0.06691736781
1.049142182,2.829687469,1.880080333,0.2107408,0.1241450022
1.865743748,1.418215863,1.393248957,0.2575213764,0.148344948
0.7636981114,0.6777598143,0.4262943252,0.1225634673,0.04132278934
0.2126056478,0.7197549437,0.2054788784,0.1287165717,0.04874461679
1.308753563,0.323929209,0.2319193247,0.140774591,0.06691736781
1.049142182,2.829687469,1.880080333,0.2107408,0.1241450022
1.865743748,1.418215863,1.393248957,0.2575213764,0.148344948
0.7532418271,0.7403062766,0.3870558413,0.08359472268,0.03572525193
0.3094775644,0.3075443913,0.1865425208,0.1206546776,0.06921268909
0.7270054543,0.242090002,0.2218323578,0.1429553744,0.06746111331
0.7265393903,0.771206678,1.006753462,0.1733023433,0.09448189039
2.098259477,1.318478769,0.3933062489,0.1289704202,0.1063205842
0.7532418271,0.7403062766,0.3870558413,0.08359472268,0.03572525193
0.3094775644,0.3075443913,0.1865425208,0.1206546776,0.06921268909
0.7270054543,0.242090002,0.2218323578,0.1429553744,0.06746111331
0.7265393903,0.771206678,1.006753462,0.1733023433,0.09448189039
2.098259477,1.318478769,0.3933062489,0.1289704202,0.1063205842
0.7532418271,0.7403062766,0.3870558413,0.08359472268,0.03572525193
0.3094775644,0.3075443913,0.1865425208,0.1206546776,0.06921268909
0.7270054543,0.242090002,0.2218323578,0.1429553744,0.06746111331
0.7265393903,0.771206678,1.006753462,0.1733023433,0.09448189039
2.098259477,1.318478769,0.3933062489,0.1289704202,0.1063205842
0.7532418271,0.7403062766,0.3870558413,0.08359472268,0.03572525193
0.3094775644,0.3075443913,0.1865425208,0.1206546776,0.06921268909
0.7270054543,0.242090002,0.2218323578,0.1429553744,0.06746111331
0.7265393903,0.771206678,1.006753462,0.1733023433,0.09448189039
2.098259477,1.318478769,0.3933062489,0.1289704202,0.1063205842
0.7532418271,0.7403062766,0.3870558413,0.08359472268,0.03572525193
0.3094775644,0.3075443913,0.1865425208,0.1206546776,0.06921268909
0.7270054543,0.242090002,0.2218323578,0.1429553744,0.06746111331
0.7265393903,0.771206678,1.006753462,0.1733023433,0.09448189039
2.098259477,1.318478769,0.3933062489,0.1289704202,0.1063205842
0.402997304,0.6309534012,0.3454231005,0.07577792719,0.04868679105
0.3988704833,0.2346522213,0.1469127023,0.1189115732,0.07753754576
0.8043913962,0.1661214013,0.1051278861,0.1018210852,0.06827852825
0.8640542421,1.128433955,0.7943160164,0.1254520049,0.1161531072
1.201844212,1.771659528,0.5157491972,0.1371724534,0.1308001328
0.402997304,0.6309534012,0.3454231005,0.07577792719,0.04868679105
0.3988704833,0.2346522213,0.1469127023,0.1189115732,0.07753754576
0.8043913962,0.1661214013,0.1051278861,0.1018210852,0.06827852825
0.8640542421,1.128433955,0.7943160164,0.1254520049,0.1161531072
1.201844212,1.771659528,0.5157491972,0.1371724534,0.1308001328
0.402997304,0.6309534012,0.3454231005,0.07577792719,0.04868679105
0.3988704833,0.2346522213,0.1469127023,0.1189115732,0.07753754576
0.8043913962,0.1661214013,0.1051278861,0.1018210852,0.06827852825
0.8640542421,1.128433955,0.7943160164,0.1254520049,0.1161531072
1.201844212,1.771659528,0.5157491972,0.1371724534,0.1308001328
0.402997304,0.6309534012,0.3454231005,0.07577792719,0.04868679105
0.3988704833,0.2346522213,0.1469127023,0.1189115732,0.07753754576
0.8043913962,0.1661214013,0.1051278861,0.1018210852,0.06827852825
0.8640542421,1.128433955,0.7943160164,0.1254520049,0.1161531072
1.201844212,1.771659528,0.5157491972,0.1371724534,0.1308001328
0.707192658,0.4219610308,0.4058175471,0.09130392158,0.05660539561
0.2966186568,0.2216121663,0.132803945,0.0610874672,0.05966643935
0.3054804341,0.4841170239,0.2098085274,0.1203886304,0.06503032386
1.262620736,2.116709377,1.139200075,0.1991950893,0.09842518491
1.868383991,1.764804431,1.15392126,0.2842785341,0.1154064183
0.707192658,0.4219610308,0.4058175471,0.09130392158,0.05660539561
0.2966186568,0.2216121663,0.132803945,0.0610874672,0.05966643935
0.3054804341,0.4841170239,0.2098085274,0.1203886304,0.06503032386
1.262620736,2.116709377,1.139200075,0.1991950893,0.09842518491
1.868383991,1.764804431,1.15392126,0.2842785341,0.1154064183
0.707192658,0.4219610308,0.4058175471,0.09130392158,0.05660539561
0.2966186568,0.2216121663,0.132803945,0.0610874672,0.05966643935
0.3054804341,0.4841170239,0.2098085274,0.1203886304,0.06503032386
1.262620736,2.116709377,1.139200075,0.1991950893,0.09842518491
1.868383991,1.764804431,1.15392126,0.2842785341,0.1154064183
0.707192658,0.4219610308,0.4058175471,0.09130392158,0.05660539561
0.2966186568,0.2216121663,0.132803945,0.0610874672,0.05966643935
0.3054804341,0.4841170239,0.2098085274,0.1203886304,0.06503032386
1.262620736,2.116709377,1.139200075,0.1991950893,0.09842518491
1.868383991,1.764804431,1.15392126,0.2842785341,0.1154064183
0.707192658,0.4219610308,0.4058175471,0.09130392158,0.05660539561
0.2966186568,0.2216121663,0.132803945,0.0610874672,0.05966643935
0.3054804341,0.4841170239,0.2098085274,0.1203886304,0.06503032386
1.262620736,2.116709377,1.139200075,0.1991950893,0.09842518491
1.868383991,1.764804431,1.15392126,0.2842785341,0.1154064183
1.038995455,0.2904490301,0.2464330335,0.1003151293,0.0448127289
0.1987891471,0.3302690999,0.2077784018,0.06124813511,0.07291834916
0.3397821254,1.173528082,0.5129001915,0.1718026748,0.08773253927
1.337938095,1.700745614,1.698884401,0.2446122312,0.07837441005
2.374342894,0.9788542383,0.7028445806,0.3191106799,0.06984792651
1.038995455,0.2904490301,0.2464330335,0.1003151293,0.0448127289
0.1987891471,0.3302690999,0.2077784018,0.06124813511,0.07291834916
0.3397821254,1.173528082,0.5129001915,0.1718026748,0.08773253927
1.337938095,1.700745614,1.698884401,0.2446122312,0.07837441005
2.374342894,0.9788542383,0.7028445806,0.3191106799,0.06984792651
1.038995455,0.2904490301,0.2464330335,0.1003151293,0.0448127289
0.1987891471,0.3302690999,0.2077784018,0.06124813511,0.07291834916
0.3397821254,1.173528082,0.5129001915,0.1718026748,0.08773253927
1.337938095,1.700745614,1.698884401,0.2446122312,0.07837441005
2.374342894,0.9788542383,0.7028445806,0.3191106799,0.06984792651
1.038995455,0.2904490301,0.2464330335,0.1003151293,0.0448127289
0.1987891471,0.3302690999,0.2077784018,0.06124813511,0.07291834916
