Theta,Alpha,Low_beta,High_beta,Gamma
26.7405499,1.770610905,1.34497468,16.42091133,13.6764362
24.38582577,5.304903281,4.672424746,16.83901637,15.57716581
42.35216182,2.645121614,7.159089894,52.03661358,42.1788304
55.89757181,3.380770469,3.735612778,18.2078958,15.35990766
41.94624625,9.023205747,3.59457645,17.85287443,26.62879404
62.74388334,4.735258969,3.544472931,18.96329504,17.89001751
28.79396979,15.46343546,3.990242864,21.67920672,28.1361187
78.04947035,6.807390548,6.979969959,27.07042956,40.11844494
122.3329655,4.220275782,2.184178784,18.09214317,26.2563529
41.94624625,9.023205747,3.59457645,17.85287443,26.62879404
62.74388334,4.735258969,3.544472931,18.96329504,17.89001751
28.79396979,15.46343546,3.990242864,21.67920672,28.1361187
78.04947035,6.807390548,6.979969959,27.07042956,40.11844494
122.3329655,4.220275782,2.184178784,18.09214317,26.2563529
41.94624625,9.023205747,3.59457645,17.85287443,26.62879404
62.74388334,4.735258969,3.544472931,18.96329504,17.89001751
28.79396979,15.46343546,3.990242864,21.67920672,28.1361187
78.04947035,6.807390548,6.979969959,27.07042956,40.11844494
122.3329655,4.220275782,2.184178784,18.09214317,26.2563529
41.94624625,9.023205747,3.59457645,17.85287443,26.62879404
62.74388334,4.735258969,3.544472931,18.96329504,17.89001751
28.79396979,15.46343546,3.990242864,21.67920672,28.1361187
78.04947035,6.807390548,6.979969959,27.07042956,40.11844494
122.3329655,4.220275782,2.184178784,18.09214317,26.2563529
41.94624625,9.023205747,3.59457645,17.85287443,26.62879404
62.74388334,4.735258969,3.544472931,18.96329504,17.89001751
28.79396979,15.46343546,3.990242864,21.67920672,28.1361187
78.04947035,6.807390548,6.979969959,27.07042956,40.11844494
122.3329655,4.220275782,2.184178784,18.09214317,26.2563529
29.39513167,20.3959451,7.734485901,20.04639168,26.66572707
50.72168012,14.38921171,9.87916852,22.38353228,22.59682704
18.07963241,29.88882838,8.550213234,26.6547237,30.03266649
43.98823699,29.23375349,19.09762238,19.92058211,36.94205405
73.87783681,18.91641841,6.490672731,20.09720134,26.1626461
29.39513167,20.3959451,7.734485901,20.04639168,26.66572707
50.72168012,14.38921171,9.87916852,22.38353228,22.59682704
18.07963241,29.88882838,8.550213234,26.6547237,30.03266649
43.98823699,29.23375349,19.09762238,19.92058211,36.94205405
